source,target
Scion of the Blazing Sun,烈阳之嗣
Range Gauge,测距规
Cloudforged,筑云
Chain Breaker,碎链
Flower-Wreathed Feathers,缀花之翎
Skyward Harp,天空之翼
Amos' Bow,阿莫斯之弓
Thundering Pulse,飞雷之弦振
Polar Star,冬极白星
Aqua Simulacra,若水
Hunter's Path,猎人之径
The First Great Magic,最初的大魔术
Silvershower Heartstrings,白雨心弦
Astral Vulture's Crimson Plumage,星鹫赤羽
Apprentice's Notes,学徒笔记
Pocket Grimoire,口袋魔导书
Magic Guide,魔导绪论
Thrilling Tales of Dragon Slayers,讨龙英杰谭
Otherworldly Story,异世界行记
Emerald Orb,翡玉法珠
Favonius Codex,西风秘典
The Widsith,流浪乐章
Sacrificial Fragments,祭礼残章
Royal Grimoire,宗室秘法录
Solar Pearl,匣里日月
Mappa Mare,万国诸海图谱
Blackcliff Agate,黑岩绯玉
Eye of Perception,昭心
Frostbearer,忍冬之果
Wine and Song,暗巷的酒与诗
Dodoco Tales,嘟嘟可故事集
Hakushin Ring,白辰之环
Oathsworn Eye,证誓之明瞳
Ointment of Sight,明目之油膏
Fruit of Fulfillment,盈满之实
Wandering Evenstar,流浪的晚星
Flowing Purity,纯水流华
Sacrificial Jade,遗祀玉珑
Ballad of the Boundless Blue,无垠蔚蓝之歌
Ash-Graven Drinking Horn,苍纹角杯
Ring of Yaxche,木棉之环
Waveriding Whirl,乘浪的回旋
Skyward Atlas,天空之卷
Lost Prayer to the Sacred Winds,四风原典
Memory of Dust,尘世之锁
Everlasting Moonglow,不灭月华
Kagura's Verity,神乐之真意
A Thousand Floating Dreams,千夜浮梦
Tulaytullah's Remembrance,图莱杜拉的回忆
Tome of the Eternal Flow,万世流涌大典
Cashflow Supervision,金流监督
Crane's Echoing Call,鹤鸣余音
Surf's Up,冲浪时光
Sunny Morning Sleep-In,寝正月初晴
Vivid Notions,溢彩心念
Theater Mechanicus,机关棋谭
Overflowing Mastery,精通移涌
Ley Line Overflow,地脉移涌
Marvelous Merchandise,百货奇货
Liben,立本
Lost Riches,秘宝迷踪
Ulman,乌尔曼
Treasure-Seeking Seelie,寻宝仙灵
Mini Seelie: Dayflower,迷你仙灵·露草
Mini Seelie: Rosé,迷你仙灵·薄红
Mini Seelie: Curcuma,迷你仙灵·郁金
Mini Seelie: Viola,迷你仙灵·紫苑
Iron Coin,铁钱
Ancient Iron Coin,古铁钱
Happy Lantern Rite!,海灯节快乐！
Mingxiao Lantern,明霄灯
Windtrace,风行迷踪
Windtrace Coin,迷踪币
Hunter,猎手
Gygax,吉盖克斯
May Fortune Find You,富贵登门
Hosseini,胡塞尼
To the Winds of Freedom,致自由之风
Repertoire of Myriad Melodies,千音雅集
Quirky Quaking Arena,奇逸角技隆隆擂台
Unlimited Fighting Championship,无极限超激格斗赛
Tournament of Glory in Bloom,荣花竞捷之争
Bloomflower Traials,荣花演武
Saurian Treasure Seeker,龙龙寻宝
For Our Saurian Companion,为了龙伙伴
Medicine Born of Guilt,因愧疚而生的医术
Spell of Unity,团结之魔法
Milray,米莱
Naiyan,尼娅
Antu,安杜
Imara,伊马雷
Reel Ad-Venture,剪影辑帧
Invasive Fish Wrangler,异域鱼鱼追渔行动
Phony Bejeweled Unihornfish,疑似宝石独角鱼
Realm of Tempered Valor,征战勇者淬炼之界
Enchanted Tales of the Mikawa Festival,三川游艺绮梦谭
Travelers' Tales: Anthology Chapter,游逸旅闻·诗汇之章
Mikawa Flower Festival,三川花祭
Akitsu Harpastum: Dreams Doubled,秋津羽球二重梦
A Little Fox's Daydream,小狐狸的白日梦
Bunshin Phantasm,不思议分身幻梦
As Though Caught in a Dream,如入幻梦
As Though Beholding Illusions,如见泡影
As Though Surrounded by Thunder,如伴雷电
As Though Kissed by Dew,如逢露水
Leafy Dreams,一叶好梦
Doppelgangers,二重身
Kinkaku,金阁
Ginkaku,银阁
Tetsunosuke,铁之助
"""Nightmare Fragment""",「噩梦碎片」
Emblem of Steadfast Valor,衔勇诚砺之证
On the Trail of Behemoths,凶魁巨怪觇候录
Springtime Charms,春曦画桃符
Immortal Combat,八奇乱斗
Drills by Lamplight,灯下演武
Custom Gift Envelope,如意祝柬
Eight Adepts,八奇仙
Lone Butterfly of the Crimson Flame,朱赤引火幽蝶
Jade-Plumed Silverwing,银翎翦玉玄鸟
Gold-Eyed Celadon Mare,金目乘黄月驹
Sage Hu,瓠真人
Sage Jian,鉴真人
Yunlai Angler,云来钓叟
Wuwang Kid,无妄童子
Wind Reader,万象风角灵官
Claw Convoy,伴爪同行
Iktomi Spiritseeking Scrolls,暝视寻灵织卷
Search for Lost Spilits,迷途灵性的搜觅
Evil Banisher,斥逐与驱散恶客
Restoring Fragmented Records,破碎旧录之规复
Adventurer's Trials: Metamorphosis,冒险家试炼·蜕变篇
Exercise Surging Storm,强风猛进之述演
Kokuchuu,谷中
Aphid Treasure Trace,寻溯蜜虫之宝
Aphid Treasure,蜜虫之宝
Last Ride of the Bugbuster Squad,捉虫小队最后出击
Reminiscent Regimen: Thrill,追想练行·烈趣篇
Chromatic Ode of Candies and Roses,彩糖与蔷薇的幻色颂
Give Her Surprises,赠予她惊喜
Rocking Carriage,花车摇曳
Mapping Dreams and Reality,梦与现实的映射
Shadow of the Knight's Blade,骑士的剑影
Feast of Pursuit,攻逐飨会
Traces of Artistry,绮绘的踪绪
Painted Presents,彩绘赠礼
Search for Inspiration,探寻灵感
Dodoco's Boom-Bastic Escapades,嘟嘟可砰砰历险记
Dopey Dazzler's Notes on Graffit,「炫彩呆子」的涂鸦手记
Of Thorns and Crowns,荆棘与勋冠
Mementos of Teyvat,提瓦特忆画
A Honest Promotion,善良促销
Energy Amplifier: Lemma,导能原盘·引理
"Outside the Canvas, Inside the Lens: Dew-Kissed Chapter",画外旅照·浮露之章
Summertide Scales and Tales,欢夏！邪龙？童话国！
Boreal Flurry,北风闪尘吹流
Flying Hatter's Trick,飞帽匠戏法
Metropole Trials,星轨王城的试炼
Figurine Fabrication,巧像摹刻
Simulanka,希穆兰卡
Broken Sea,破碎之海
Shattered Toytanium Mines,碎裂的积木矿窟
Constellation Metropole,星轨王城
Forrest of Blessings,赐福森林
Kingdom of Breezes and Bells,铃风王国
Almond,杏仁
Citrus,柑橘
Stream,溪泉
Faurobert,福罗贝尔
Estampe,埃斯唐普
Horellou,奥雷卢
Cimest,西梅
Saborn,萨博兰
Souffache,苏法什
Wheel,威尔
Toy Guard,积木卫兵
Bizerte,毕塞尔特
Montagne,蒙塔纳
Detective,探长
Albizzi,奥比奇
Cappet,卡佩
Boborano,波波拉诺
Esnoir,埃斯诺尔
Rozel,罗泽尔
Fell Dragon's Picturebook,「邪龙」绘卷
An Everlasting Dream Intertwined,纺坠终久之梦
Mutual Security Enhancing Simulation,安固诸方之述演
Sprinting Stratagems,奇策竞驰
Record of Reflective Writing,绎思振笔集
Endless Forms Most Martial,纷变繁相豪武谭
Spino Doubleblaster,飞迸湍流二重奏
"Two Worlds Aflame, the Crimson Night Fades",两界为火，赤夜将熄
Windtrace: Seekers and Strategy,风行迷踪·谋策之局
Iridescent Arataki Rockin' for Life Tour de Force of Awesomeness,荒泷生命摇滚虹色大巡回
Specially-Shaped Saurian Search,殊形之龙参寻战记
"""I Got Reincarnated as an Onikabuto... And Flipped the World Upside Down""",《转生成为鬼兜虫然后撞翻世界》
Rock 'n' Roll Dango Milk,摇滚团子牛奶
Blades Weaving Betwixt Brocade,铓锋锦间裁
Alchemical Ascension,升炼研巧万策金
Feline Fortress Furrdyssey,茸茸城堡大喵险
Sir Pouncelot,大桔骑士
Rolling Crossfire,圆圆滚滚交叉火力
The Great Fayz Reaction Debate,弘辩的溢神效应
Vibrant Harriers Aloft in Spring Breeze,彩鹞栉春风
Receiver of Friends From Afar,有朋自远方来
Journey Through Hilinigmatic Terrain,奇境谜丘探幽行
Paper Shadows A-Foraging,纸影寻肴
Joyful Beasts and Their Auspices,瑞兽欢跃
Iridescent Cloud-Striding,熠光云行
Roses and Muskets,蔷薇与铳枪
Thousand-Pace Interdiction Arcminute Sharpshooting Zone,千步拦射角分间
"Trick Shots, Tricky Lights",幻光奇技实录
Xtreme Drive,极限驱策法
Into the Frame,巧像入帧
Baptiste,巴蒂斯特
Veronique,薇若妮卡
Morris,莫里斯
Graph Adversarial Technology Experiment Log,图形对抗实验录
Thelxie's Fantastic Adventures,特尔克西的奇幻历险
Lil' Fungi's Fun-Tastic Fiesta,小小灵蕈大幻戏
Misty Dungeon: Realm of Water,迷城战线·水境篇
Motherboard Troubleshooting,主板调试问题集
Record of the Search for Glory,参寻荣耀追游录
Purgation Counterstrike,肃清邪物反击战
Waterborne Poetry,游水酝诗籍
Hundred-Pace Hurling Rites,百步礼掷
Inspiration Eruption,灵感喷激
Mending Painting Prospects,寻景觅画
Radiant Harvest,集光撷彩
Dodoco's Bomb-Tastic Adventure,嘟嘟可轰轰奇遇记
The Peaks and Troughs of Life,人生的波峰与波谷
Mega Meka Melee,机枢巧物前哨战
Dance Dance Resolution,跃动节拍响应法
Torrential Turbulent Charge,湍流疾行冲锋赛
Efficacy Testing Simulation Arena,效能模拟实战环
Studies in Light and Shadow: A Fontaine of Enchantment,光影研学·旖旎水界
Relic Records: Creations of the Hydro Nation,博物通志·水国寻迹
Verdict of Blades,蹈刃破决
Bresson,布列松
Secret Summer Paradise,清夏！乐园？大秘境！
Veluriyam Mirage,琉形蜃境
Silver Bottle Courtyard,银瓶庭院
Overgrown Valley,蔓生溪谷
Pavilion of Hermits,隐众游园
Thinkers' Theater,寄想者剧场
Idyia,伊迪娅
Lessig Lawrence,莱斯格·劳伦斯
Ferdinand,费迪南德
Jeroney,杰洛尼
Haddo,哈多
Zosimos,佐西摩斯
Water Droplet,小水珠
Hydro Eidolon,水形幻灵
Choo-Choo Cart,呼呼飞车
Jubilant Wave,欢呼激流
Preprint,先成图
Streaming Projector,聚流映灯
Gleaming Lamp,光斓彩镜
Joyeux Voucher,欢兴礼券
Flowing Joyspar,流悦晶石
Felicitous Joyspar,酣悦晶石
Spino Blaster,飞迸湍流大作战
Crocomorph Vortex-Based Crocodilian-Armored Heavy Naval Battleship-Style Recreational Water Blasting Cannon,鳄型涡流聚引原理鳄式外甲海战用重型舰炮式娱乐水球发射炮
water cannon,水炮
Crococannon,鳄鳄炮炮
Ordinormie Ball,普普通通球
Brouhaha Ball,四处捣乱球
Sojourns of the Barking Fox,吼吼小狐巡天记
Dance of Flashing Thought,幽思闪念旋步舞
Perilous Expedition,险途勘探
Shared Sight,传心同视
Inscribed Mirror,铭随流镜
Adventurer's Trials: Advanced,冒险家试炼·进阶篇
The Forge Realm's Temper: Endless Swarm,铸境研炼·无量疾战
Duel! The Summoners' Summit!,决斗！召唤之巅！
King of Invokations Grand Prix,召唤王大奖赛
Gulab,古拉卜
A Tour of Wonders,诸景巡礼
Zero Hour Invokation,零时召唤
Evermotion Mechanical Painting: Invoker,恒动械画·七圣之篇
Heart of the Dice,妙骰战法
Feast of the Departed Warriors,离垢者肃心旅宴
Fayz Trials: Hypothesis,溢神的猜想
Divine Ingenuity: Collector's Chapter,神工天巧·宝录之章
A Parade of Providence,盛典与慧业
Akademiya Extravaganza,学院庆典
Sachin,萨齐因
Mimetic Replication,仿生摹行
Gathering of Stars,明星聚画
Antiquity Hunt,究古考察
Concocted Reaction,药剂应对法
Project Connectivity,通路计划
In Truth's Steps,追溯求真
Hat Guy,阿帽
The Recollector's Path,忆昔诸途巡历
Fulminating Sandstorm,风沙轰鸣
Wenutslayer Cannon,对沙虫用杀虫炮
Vinayak,维纳亚克
Brewing Developments,合剂演进
Windblume's Breath,风花的呼吸
Floral Pursuit,万风逐花
Floral Chess,逐花棋
Ballads of Breeze,风物之歌
Breezy Snapshots,风物留影
Marvelous Gel,妙妙琼脂
Vibro-Crystal Verification,振晶的复核实验
Anatole,阿纳托尔
Edwin Eastinghouse,艾德温·伊斯丁豪斯
Arkhium,始基矿
Spices From the West: Northerly Search,有香自西来·寻味北地
Iridescence Tour,虹色巡回
Lantern Rite Grand Concert / Lantern Rite music festival,海灯音乐节
Dvorak,德沃沙克
Radiant Sparks,光焰蹈跃
A Few Words in the Foreground,幕前二三言
Paper Theater,纸映成戏
Vigilance at Sea,烟海梭巡
Behind the Scenes,灯后勤绩
Iridescent Splendor,虹彩华章
Warrior's Spirit,演武传心
Almighty Arataki Extraordinary and Exhilarating Extreme Beetle Brawl,荒泷极意堂堂斗虫大试合
Grandmaster Hanakado,花角玉将
Bona-Fide Beetle Battle King,真剑斗虫大鬼王
Second Blooming,蔷薇再开时
Akitsu Kimodameshi,秋津森夜试胆会
Across the Wilderness,跨野寻踪
Wilderness Balloons,野踪气球
Misty Dungeon: Realm of Sand,迷城战线·沙域篇
Hitotsume,独眼小僧
Kozouppa,河童
Youko,狐妖
Nilotpala Cup Beast Tamers Tournament,「月莲杯」驯兽师大赛
Wisdom Orb,意智宝珠
Elchingen,埃尔欣根
Kautilya,考特里亚
Haniyyah,海妮耶
Souka,左右加
Balfour,贝尔福
Bongo-Head,咚咚小圆帽
Twirly-Whirly,转转悠悠兽
Blitzara,百雷遮罗
Pyro-1,火一
Kindlejoy,欢腾之火
Stormstress,信风舞姬
Coolit,老实一点菇
Retribushroom,审判火焰菇
Golden Comet,黄金流星
Silver Companion,白银伴星
Adventurer's Trials,冒险家试炼
Hypostatic Symphony: Dissonant Verse,无相交响诗·离调乐段
"Outside the Canvas, Inside the Lens: Greenery Chapter",画外旅照·青植之篇
Star-Seeker's Sojourn,寻星之旅
Wind Chaser,循察五风
Weinlesefest,佳酿节 / 归风佳酿节
Of Ballads and Brews,杯中遥吟之诗
Autumn Crisis,秋野防灾记
Highwind Trial,高风的演练
Charity and Creativity,义卖与妙想
Fecund Blessings,丰饶的祝愿
"Epsilon-Series Tetrasweet Sunsettia, Variation 63",伍式日落果改陆叁号四倍甜版
Thousand-Wind Wine,千风佳酿
Graven Innocence,雕琢童心
Fayz Trials,溢神的论证
Tablet Analytics,片剂深研
Hajanad,哈贾娜德
Remelting Tablets,重熔片剂
Summertime Odyssey,远海诗夏游纪
Reminiscent Regimen,追想练行
Resonating Visions,幻声留形
Phantasmal Conch,幻境海螺
Imaging Conch,影像海螺
Miitoboru,大肉丸
Kosekimaru,越石丸
Hidden Strife,残像暗战
Evermotion Mechanical Painting,恒动械画
Félix Yogue,菲利斯·尤格
A Muddy Bizarre Adventure,深泥奇谭
Core of the Apparatus,炉心机造
Bertrand,伯特兰
The Almighty Arataki Great and Glorious Drumalong Festival,荒泷极上盛世豪鼓大祭典
Arataki's Great and Glorious Drum,荒泷·盛世豪鼓
Hues of the Violet Garden,堇庭华彩
Magnificent Irodori Festival,光华容彩祭
The Moon and Stars Inscribe,月章星句
Theater Mechanicus: Stage of Brilliance,机关棋谭·巧策之局
Clash of Lone Blades,孤剑争逐
The Floral Courtyard,花影瑶庭
Spices From the West,有香自西来
Nazafarin,娜扎法琳
Fragrant ○○,香气四溢的〇〇
Vibro-Crystal Research,振晶的研究
Patrice,帕特里克
"Outside the Canvas, Inside the Lens",画外旅照
Bokuso Box,睦疏之匣
Tokoyo Legume,常世之荚
Aphotium Ore,深海髓矿
Husk Gem,壳之宝石
Light Realm Sigil,光界之印
Tower of the Void,虚界暗塔
Light Realm Chisel,光界锥凿
Coral Butterfly,珊瑚蝶
Of Drink A-Dreaming,曲生酌微梦
Divine Ingenuity,神工天巧
Fleeting Colors in Flight,飞彩镌流年
Shadow Lantern,藏影灯
Launch Tube,烟花筒
Eight Locales Over Mountains and Seas,山海八所巡礼
A Study in Potions,魔药研析
Shadows Amidst Snowstorms,皑尘与雪影
Fellflower,魔花
Bantan Sango Case Files: The Warrior Dog,万端珊瑚事件簿·犬武者
Omni-Ubiquity Net,四方八方之网
Kageroumaru,影狼丸
Misty Dungeon: Realm of Light,迷城战线·光界篇
Energy Amplifier Fruition,导能原盘·跋尾
Labyrinth Warriors,谜境悬兵
Mystic Onmyou Chamber,诀箓阴阳寮
Shiki Taishou,式大将
Shadow of the Ancients,古时孤影
Pursina's Spike,普尔希娜光钉
Tuned to the World's Sounds,镜花听世
Floral Zither,镜花之琴
Dreams of Bloom,梦里生花
Moonlight Merriment,韶光抚月
Moonchase Tales,逐月佳话
Moonlight Seeker,觅取月晖
Moonchase Charm,逐月符
Mystmoon Chest,玄月宝箱
Trail of Delicacies,珍肴霞踪
Moonchase Festival,逐月节
Hyakunin Ikki,百人一揆
Lunar Realm,月中王国
Spectral Secrets,飘浮秘灵
Thunder Sojourn,谒索雷痕
Phantom Flow,幻影心流
Theater Mechanicus: Stage of Wonders,机关棋谭·灵妙之局
Midsummer Island Adventure,盛夏！海岛？大冒险！
Golden Apple Archipelago,金苹果群岛
Pudding Isle,布丁岛
Minacious Isle,危危岛
Twinning Isle,双双岛
Broken Isle,破破岛
Dodo-King,嘟嘟大魔王
Wind-Blessed Harpastum,风佑之羽球
Legend of the Vagabond Sword,风来人剑斗绮谭
Echoing Tales,回声轻叙
Never-Ending Battle,无尽骤战
Kaboomball Kombat,砰砰魔球总动员
Dodofortress,魔球嘟嘟堡
Dodoguard,嘟嘟光盾
Energy Amplifier Initiation,导能原盘·绪论
Twisted Realm,扭曲幽域
Battlefront: Misty Dungeon,迷城战线
Mimi Tomo,折箭觅踪
Windblume Festival,风花节
Windsong Lyre,风物之诗琴
Xiao Lantern,霄灯
Flower of Creviced Cliff,磐陀裂生之花
Mask of Solitude Basalt,不动玄石之相
Berserker's Rose,战狂的蔷薇
Berserker's Indigo Feather,战狂的翎羽
Berserker's Bone Goblet,战狂的骨杯
Berserker's Battle Mask,战狂的鬼面
Berserker's Timepiece,战狂的时计
Snowswept Memory,历经风雪的思念
Icebreaker's Resolve,摧冰而行的执望
Frozen Homeland's Demise,冰雪故园的终期
Frost-Weaved Dignity,遍结寒霜的傲骨
Broken Rime's Echo,破冰踏雪的回音
Bloodstained Flower of Iron,染血的铁之心
Bloodstained Black Plume,染血的黑之羽
Bloodstained Final Hour,骑士染血之时
Bloodstained Chevalier's Goblet,染血的骑士之杯
Bloodstained Iron Mask,染血的铁假面
Prospect of the Brave,勇士的期许
Medal of the Brave,勇士的勋章
Crown of the Brave,勇士的冠冕
Outset of the Brave,勇士的壮行
Witch's Flower of Blaze,魔女的炎之花
Witch's Ever-Burning Plume,魔女常燃之羽
Witch's End Time,魔女破灭之时
Witch's Heart Flames,魔女的心之火
Witch's Scorching Hat,焦灼的魔女帽子
Sundered Feather,切落之羽
Storm Cage,雷云之笼
Scarlet Vessel,绯花之壶
Exile's Flower,流放者之花
Exile's Feather,流放者之羽
Exile's Goblet,流放者之杯
Exile's Circlet,流放者头冠
Exile's Pocket Watch,流放者怀表
Gladiator's Nostalgia,角斗士的留恋
Gladiator's Destiny,角斗士的归宿
Gladiator's Longing,角斗士的希冀
Gladiator's Intoxication,角斗士的酣醉
Gladiator's Triumphus,角斗士的凯旋
